ORDER ID,ORDER DATE,ITEM NUMBER,PRODUCT LINE,PRODUCT CODE,ITEM QUANTITY,ITEM PRICE,STATUS,CUSTOMER NAME,ADDRESS,CITY,STATE,POSTAL CODE,COUNTRY
10210,1/12/2020,2,Motorcycles,S10_2016,23,100,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan
10223,2/20/2020,4,Motorcycles,S10_2016,47,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10236,4/3/2020,1,Motorcycles,S10_2016,22,100,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,71270,USA
10251,5/18/2020,5,Motorcycles,S10_2016,44,100,Shipped,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,94019,USA
10263,6/28/2020,5,Motorcycles,S10_2016,40,100,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,97562,USA
10275,7/23/2020,4,Motorcycles,S10_2016,22,100,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10285,8/27/2020,9,Motorcycles,S10_2016,47,100,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10298,9/27/2020,1,Motorcycles,S10_2016,39,96.34,Shipped,Atelier graphique,"54, rue Royale",Nantes,,44000,France
10308,10/15/2020,2,Motorcycles,S10_2016,34,100,Shipped,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA
10318,11/2/2020,4,Motorcycles,S10_2016,45,100,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10329,11/15/2020,2,Motorcycles,S10_2016,20,100,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10339,11/23/2020,4,Motorcycles,S10_2016,40,68.92,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan
10361,12/17/2020,8,Motorcycles,S10_2016,26,51.15,Shipped,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia
10374,2/2/2021,5,Motorcycles,S10_2016,39,100,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
10388,3/3/2021,5,Motorcycles,S10_2016,50,44.51,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,MA,50553,USA
10402,4/7/2021,1,Motorcycles,S10_2016,45,100,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,,75016,France
10417,5/13/2021,5,Motorcycles,S10_2016,45,100,Disputed,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10107,2/24/2019,4,Motorcycles,S10_4698,27,100,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10120,4/29/2019,2,Motorcycles,S10_4698,46,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10134,7/1/2019,4,Motorcycles,S10_4698,31,100,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,75508,France
10145,8/25/2019,8,Motorcycles,S10_4698,33,100,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA
10159,10/10/2019,16,Motorcycles,S10_4698,22,100,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10168,10/28/2019,3,Motorcycles,S10_4698,20,100,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10180,11/11/2019,11,Motorcycles,S10_4698,41,100,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,59000,France
10188,11/18/2019,3,Motorcycles,S10_4698,45,100,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway
10201,12/1/2019,4,Motorcycles,S10_4698,49,100,Shipped,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,,USA
10210,1/12/2020,1,Motorcycles,S10_4698,34,100,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan
10223,2/20/2020,3,Motorcycles,S10_4698,49,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10237,4/5/2020,9,Motorcycles,S10_4698,39,100,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,10022,USA
10251,5/18/2020,4,Motorcycles,S10_4698,43,100,Shipped,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,94019,USA
10263,6/28/2020,4,Motorcycles,S10_4698,41,100,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,97562,USA
10275,7/23/2020,3,Motorcycles,S10_4698,36,100,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10285,8/27/2020,8,Motorcycles,S10_4698,27,100,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10299,9/30/2020,11,Motorcycles,S10_4698,29,100,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,21240,Finland
10308,10/15/2020,1,Motorcycles,S10_4698,20,100,Shipped,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA
10318,11/2/2020,3,Motorcycles,S10_4698,37,100,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10329,11/15/2020,3,Motorcycles,S10_4698,26,100,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10339,11/23/2020,3,Motorcycles,S10_4698,39,76.67,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan
10362,1/5/2021,4,Motorcycles,S10_4698,22,100,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10374,2/2/2021,1,Motorcycles,S10_4698,22,100,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
10388,3/3/2021,7,Motorcycles,S10_4698,21,86.77,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,MA,50553,USA
10403,4/8/2021,9,Motorcycles,S10_4698,66,100,Shipped,"UK Collectables, Ltd.",Berkeley Gardens 12 Brewery,Liverpool,,WX1 6LT,UK
10417,5/13/2021,4,Motorcycles,S10_4698,56,100,Disputed,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10105,2/11/2019,2,Classic Cars,S10_4757,50,100,Shipped,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,1734,Denmark
10119,4/28/2019,11,Classic Cars,S10_4757,46,100,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,,5020,Austria
10129,6/12/2019,2,Classic Cars,S10_4757,33,100,Shipped,"Stylish Desk Decors, Co.",35 King George,London,,WX3 6FW,UK
10143,8/10/2019,15,Classic Cars,S10_4757,49,100,Shipped,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,50553,USA
10155,10/6/2019,13,Classic Cars,S10_4757,32,100,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,21240,Finland
10167,10/23/2019,9,Classic Cars,S10_4757,44,100,Cancelled,Scandinavian Gift Ideas,Kergatan 24,Boras,,S-844 67,Sweden
10178,11/8/2019,12,Classic Cars,S10_4757,24,100,Shipped,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,31000,France
10186,11/14/2019,9,Classic Cars,S10_4757,26,100,Shipped,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,,WA1 1DP,UK
10197,11/26/2019,6,Classic Cars,S10_4757,45,100,Shipped,Enaco Distributors,"Rambla de Catalua¤a, 23",Barcelona,,8022,Spain
10209,1/9/2020,8,Classic Cars,S10_4757,39,100,Shipped,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,CA,,USA
10222,2/19/2020,12,Classic Cars,S10_4757,49,100,Shipped,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,91217,USA
10248,5/7/2020,3,Classic Cars,S10_4757,20,100,Cancelled,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10261,6/17/2020,1,Classic Cars,S10_4757,27,100,Shipped,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada
10273,7/21/2020,4,Classic Cars,S10_4757,30,100,Shipped,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10283,8/20/2020,6,Classic Cars,S10_4757,25,100,Shipped,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10295,9/10/2020,1,Classic Cars,S10_4757,24,100,Shipped,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,51003,USA
10307,10/14/2020,9,Classic Cars,S10_4757,22,100,Shipped,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA
10316,11/1/2020,17,Classic Cars,S10_4757,33,100,Shipped,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10325,11/5/2020,6,Classic Cars,S10_4757,47,64.93,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,4110,Norway
10337,11/21/2020,8,Classic Cars,S10_4757,25,48.05,Shipped,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA
10350,12/2/2020,5,Classic Cars,S10_4757,26,75.47,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10359,12/15/2020,6,Classic Cars,S10_4757,48,54.68,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,,51100,France
10373,1/31/2021,3,Classic Cars,S10_4757,39,100,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,90110,Finland
10384,2/23/2021,4,Classic Cars,S10_4757,34,100,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10395,3/17/2021,2,Classic Cars,S10_4757,32,100,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,75508,France
10400,4/1/2021,9,Classic Cars,S10_4757,64,100,Shipped,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA
10414,5/6/2021,3,Classic Cars,S10_4757,19,100,On Hold,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,51003,USA
10103,1/29/2019,4,Classic Cars,S10_4962,42,100,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,4110,Norway
10114,4/1/2019,8,Classic Cars,S10_4962,31,100,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,75012,France
10126,5/28/2019,4,Classic Cars,S10_4962,22,100,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,28023,Spain
10140,7/24/2019,4,Classic Cars,S10_4962,26,100,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA
10150,9/19/2019,1,Classic Cars,S10_4962,20,100,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore
10164,10/21/2019,2,Classic Cars,S10_4962,21,100,Resolved,Mini Auto Werke,Kirchgasse 6,Graz,,8010,Austria
10175,11/6/2019,9,Classic Cars,S10_4962,33,100,Shipped,"Stylish Desk Decors, Co.",35 King George,London,,WX3 6FW,UK
10183,11/13/2019,1,Classic Cars,S10_4962,28,100,Shipped,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA
10194,11/25/2019,4,Classic Cars,S10_4962,26,100,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,69004,France
10207,12/9/2019,15,Classic Cars,S10_4962,31,100,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA
10217,2/4/2020,4,Classic Cars,S10_4962,48,100,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10229,3/11/2020,9,Classic Cars,S10_4962,50,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10245,5/4/2020,2,Classic Cars,S10_4962,28,100,Shipped,Super Scale Inc.,567 North Pendale Street,New Haven,CT,97823,USA
10259,6/15/2020,12,Classic Cars,S10_4962,26,100,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore
10270,7/19/2020,2,Classic Cars,S10_4962,32,100,Shipped,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia
10281,8/19/2020,9,Classic Cars,S10_4962,44,100,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA
10291,9/8/2020,4,Classic Cars,S10_4962,30,100,Shipped,Scandinavian Gift Ideas,Kergatan 24,Boras,,S-844 67,Sweden
10305,10/13/2020,13,Classic Cars,S10_4962,38,100,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
10313,10/22/2020,7,Classic Cars,S10_4962,40,100,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada
10322,11/4/2020,8,Classic Cars,S10_4962,46,61.99,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA
10334,11/19/2020,2,Classic Cars,S10_4962,26,100,On Hold,"Volvo Model Replicas, Co",Berguvsva gen 8,Lule,,S-958 22,Sweden
10347,11/29/2020,2,Classic Cars,S10_4962,27,100,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia
10357,12/10/2020,9,Classic Cars,S10_4962,43,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10370,1/20/2021,4,Classic Cars,S10_4962,35,65.63,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10381,2/17/2021,6,Classic Cars,S10_4962,37,100,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10391,3/9/2021,7,Classic Cars,S10_4962,37,46.9,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10411,5/1/2021,2,Classic Cars,S10_4962,27,100,Shipped,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada
10425,5/31/2021,12,Classic Cars,S10_4962,38,100,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10108,3/3/2019,6,Classic Cars,S12_1099,33,100,Shipped,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines
10122,5/8/2019,10,Classic Cars,S12_1099,42,100,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,13008,France
10135,7/2/2019,7,Classic Cars,S12_1099,42,100,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA
10147,9/5/2019,7,Classic Cars,S12_1099,48,100,Shipped,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA
10159,10/10/2019,2,Classic Cars,S12_1099,41,100,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,,USA
10169,11/4/2019,2,Classic Cars,S12_1099,30,100,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,2060,Australia
10181,11/12/2019,14,Classic Cars,S12_1099,27,100,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway
10191,11/20/2019,3,Classic Cars,S12_1099,21,100,Shipped,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,50739,Germany
10203,12/2/2019,8,Classic Cars,S12_1099,20,100,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,28034,Spain
10211,1/15/2020,2,Classic Cars,S12_1099,41,100,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,,75016,France
10225,2/22/2020,9,Classic Cars,S12_1099,27,100,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,1203,Switzerland
10238,4/9/2020,3,Classic Cars,S12_1099,28,100,Shipped,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,1734,Denmark
10253,6/1/2020,13,Classic Cars,S12_1099,24,100,Cancelled,"UK Collectables, Ltd.",Berkeley Gardens 12 Brewery,Liverpool,,WX1 6LT,UK
10266,7/6/2020,14,Classic Cars,S12_1099,44,100,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10276,8/2/2020,3,Classic Cars,S12_1099,50,100,Shipped,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA
10287,8/30/2020,12,Classic Cars,S12_1099,21,100,Shipped,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,1203,Switzerland
10300,10/4/2019,5,Classic Cars,S12_1099,33,100,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,60528,Germany
10310,10/16/2020,10,Classic Cars,S12_1099,33,100,Shipped,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,50739,Germany
10320,11/3/2020,3,Classic Cars,S12_1099,31,100,Shipped,"Volvo Model Replicas, Co",Berguvsva gen 8,Lule,,S-958 22,Sweden
10329,11/15/2020,5,Classic Cars,S12_1099,41,71.47,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA
10341,11/24/2020,2,Classic Cars,S12_1099,45,79.65,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,,5020,Austria
10363,1/6/2021,3,Classic Cars,S12_1099,33,85.39,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland
10375,2/3/2021,7,Classic Cars,S12_1099,45,76,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,44000,France
10389,3/3/2021,4,Classic Cars,S12_1099,26,99.04,Shipped,Scandinavian Gift Ideas,Kergatan 24,Boras,,S-844 67,Sweden
10419,5/17/2021,13,Classic Cars,S12_1099,12,100,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,,5020,Austria
10105,2/11/2019,15,Classic Cars,S12_1108,41,100,Shipped,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,1734,Denmark
